mode,price,catchrate,d.beach,d.pier,d.private,d.charter,price.beach,price.pier,price.private,price.charter,catch.beach,catch.pier,catch.private,catch.charter,income,mode1
charter,112.606,0.0289,0,0,0,1,347.004,347.004,83.106,112.606,0.0678,0.0503,0.0143,0.0289,5.416667,4
beach,6.29,0.5333,1,0,0,0,6.29,6.29,194.99,229.99,0.5333,0.4522,0.2413,1.0266,4.583332,1
charter,29.29,2.3014,0,0,0,1,48.906,48.906,4.29,29.29,0.2537,0.1498,0.6817,2.3014,2.916667,4
pier,2.29,0.4522,0,1,0,0,2.29,2.29,70.99,105.99,0.5333,0.4522,0.2413,1.0266,1.25,2
pier,6.29,0.4522,0,1,0,0,6.29,6.29,194.99,229.99,0.5333,0.4522,0.0156,0.0058,4.583332,2
private,15.79,0.7369,0,0,1,0,180.006,180.006,15.79,40.79,0.2537,0.1498,0.7369,2.3101,12.5,3
beach,4.29,0.5333,1,0,0,0,4.29,4.29,132.99,167.99,0.5333,0.4522,0.2413,1.0266,2.916667,1
beach,4.29,0.5333,1,0,0,0,4.29,4.29,132.99,167.99,0.5333,0.4522,0.2413,1.0266,2.916667,1
private,48.906,0.0732,0,0,1,0,204.204,204.204,48.906,78.406,0.0678,0.0052,0.0732,0.1726,2.916667,3
beach,6.29,0.5333,1,0,0,0,6.29,6.29,194.99,229.99,0.5333,0.4522,0.1665,0.3975,4.583332,1
beach,9.29,0.5333,1,0,0,0,9.29,9.29,287.99,322.99,0.5333,0.4522,0.2413,1.0266,7.083332,1
charter,30.29,2.3101,0,0,0,1,60.306,60.306,5.29,30.29,0.2537,0.1498,0.7369,2.3101,3.75,4
pier,5.29,0.4522,0,1,0,0,5.29,5.29,163.99,198.99,0.5333,0.4522,0.2413,1.0266,3.75,2
pier,4.29,0.4522,0,1,0,0,4.29,4.29,132.99,167.99,0.5333,0.4522,0.0156,0.0058,2.916667,2
private,8.29,0.7369,0,0,1,0,94.506,94.506,8.29,33.29,0.2537,0.1498,0.7369,2.3101,6.250001,3
charter,30.29,0.0052,0,0,0,1,60.306,60.306,5.29,30.29,0.2537,0.1498,0.0531,0.0052,3.75,4
private,3.29,0.0531,0,0,1,0,37.506,37.506,3.29,28.29,0.2537,0.1498,0.0531,0.0052,2.083333,3
pier,3.29,0.4522,0,1,0,0,3.29,3.29,101.99,136.99,0.5333,0.4522,0.2413,1.0266,2.083333,2
charter,29.29,2.3101,0,0,0,1,48.906,48.906,4.29,29.29,0.2537,0.1498,0.7369,2.3101,2.916667,4
private,10.29,0.7369,0,0,1,0,117.306,117.306,10.29,35.29,0.2537,0.1498,0.7369,2.3101,7.916667,3
private,6.29,0.6817,0,0,1,0,71.706,71.706,6.29,31.29,0.2537,0.1498,0.6817,2.3014,4.583332,3
pier,37.506,0.1498,0,1,0,0,37.506,37.506,76.986,95.486,0.2537,0.1498,0.0233,0.0219,2.083333,2
private,37.506,0.0102,0,0,1,0,101.99,101.99,37.506,72.506,0.0678,0.0789,0.0102,0.0209,2.083333,3
pier,37.506,0.1498,0,1,0,0,37.506,37.506,76.986,95.486,0.2537,0.1498,0.0082,0.0044,2.083333,2
charter,29.29,2.3014,0,0,0,1,48.906,48.906,4.29,29.29,0.2537,0.1498,0.6817,2.3014,2.916667,4
private,5.29,0.7369,0,0,1,0,60.306,60.306,5.29,30.29,0.2537,0.1498,0.7369,2.3101,3.75,3
private,6.29,0.6817,0,0,1,0,71.706,71.706,6.29,31.29,0.2537,0.1498,0.6817,2.3014,4.583332,3
private,6.29,0.6817,0,0,1,0,71.706,71.706,6.29,31.29,0.2537,0.1498,0.6817,2.3014,4.583332,3
private,132.99,0.0156,0,0,1,0,4.29,4.29,132.99,167.99,0.5333,0.4522,0.0156,0.0058,2.916667,3
private,163.99,0.0361,0,0,1,0,5.29,5.29,163.99,198.99,0.5333,0.0069,0.0361,0.4216,3.75,3
charter,29.29,2.3014,0,0,0,1,48.906,48.906,4.29,29.29,0.2537,0.1498,0.6817,2.3014,2.916667,4
pier,6.29,0.4522,0,1,0,0,6.29,6.29,194.99,229.99,0.5333,0.4522,0.2413,1.0266,4.583332,2
charter,40.79,2.3101,0,0,0,1,180.006,180.006,15.79,40.79,0.2537,0.1498,0.7369,2.3101,12.5,4
charter,32.29,2.3014,0,0,0,1,83.106,83.106,7.29,32.29,0.2537,0.1498,0.6817,2.3014,5.416667,4
charter,32.29,2.3014,0,0,0,1,83.106,83.106,7.29,32.29,0.2537,0.1498,0.6817,2.3014,5.416667,4
pier,37.506,0.1498,0,1,0,0,37.506,37.506,76.986,95.486,0.2537,0.1498,0.0233,0.0219,2.083333,2
charter,33.29,2.3014,0,0,0,1,94.506,94.506,8.29,33.29,0.2537,0.1498,0.6817,2.3014,6.250001,4
private,6.29,0.6817,0,0,1,0,71.706,71.706,6.29,31.29,0.2537,0.1498,0.6817,2.3014,4.583332,3
private,60.306,0.0102,0,0,1,0,163.99,163.99,60.306,95.306,0.0678,0.0789,0.0102,0.0209,3.75,3
private,6.29,0.0531,0,0,1,0,71.706,71.706,6.29,31.29,0.2537,0.1498,0.0531,0.0052,4.583332,3
beach,105.906,0.2537,1,0,0,0,105.906,105.906,217.386,235.886,0.2537,0.1498,0.0233,0.0219,7.083332,1
private,39.99,0.1574,0,0,1,0,30.186,30.186,39.99,63.99,0.1049,0.0451,0.1574,0.4671,0.4166667,3
pier,2.29,0.4522,0,1,0,0,2.29,2.29,70.99,105.99,0.5333,0.4522,0.2413,1.0266,1.25,2
charter,33.29,2.3014,0,0,0,1,94.506,94.506,8.29,33.29,0.2537,0.1498,0.6817,2.3014,6.250001,4
pier,1.29,0.4522,0,1,0,0,1.29,1.29,39.99,74.99,0.5333,0.4522,0.1665,0.3975,0.4166667,2
private,71.706,0.0559,0,0,1,0,194.99,194.99,71.706,106.706,0.0678,0.0789,0.0559,0.6456,4.583332,3
beach,18.876,0.2537,1,0,0,0,18.876,18.876,81.51,100.01,0.2537,0.1498,0.2339,0.6288,2.916667,1
private,27.676,0.0143,0,0,1,0,259.148,259.148,27.676,57.176,0.0678,0.0503,0.0143,0.0289,4.583332,3
charter,74.572,2.3014,0,0,0,1,32.076,32.076,49.572,74.572,0.2537,0.1498,0.6817,2.3014,5.416667,4
private,45.288,0.0531,0,0,1,0,143.412,143.412,45.288,70.288,0.2537,0.1498,0.0531,0.0052,4.583332,3
pier,23.276,0.1498,0,1,0,0,23.276,23.276,100.51,119.01,0.2537,0.1498,0.0082,0.0044,3.75,2
private,69.476,0.0102,0,0,1,0,388.434,388.434,69.476,104.476,0.0678,0.0789,0.0102,0.0209,12.5,3
charter,55.888,2.3014,0,0,0,1,97.812,97.812,30.888,55.888,0.2537,0.1498,0.6817,2.3014,2.916667,4
pier,52.488,0.4522,0,1,0,0,52.488,52.488,309.096,344.096,0.5333,0.4522,0.0156,0.0058,5.416667,2
beach,23.688,0.5333,1,0,0,0,23.688,23.688,139.496,174.496,0.5333,0.4522,0.0156,0.0058,2.083333,1
charter,132.812,1.0905,0,0,0,1,181.896,181.896,97.812,132.812,0.0678,0.0789,0.0897,1.0905,2.916667,4
pier,23.688,0.4522,0,1,0,0,23.688,23.688,139.496,174.496,0.5333,0.4522,0.2413,1.0266,2.083333,2
private,106.434,0.2413,0,0,1,0,255.15,255.15,106.434,141.434,0.5333,0.4522,0.2413,1.0266,5.416667,3
private,155.802,0.0108,0,0,1,0,164.834,164.834,155.802,190.802,0.0678,0.0025,0.0108,0.2377,8.750001,3
charter,63.902,0.0219,0,0,0,1,45.402,45.402,45.402,63.902,0.2537,0.1498,0.0233,0.0219,2.083333,4
beach,62.634,0.0678,1,0,0,0,62.634,62.634,123.552,152.552,0.0678,0.0789,0.0014,0.0029,2.916667,1
private,86.802,0.0102,0,0,1,0,91.834,91.834,86.802,121.802,0.0678,0.0789,0.0102,0.0209,4.583332,3
charter,149.402,0.0209,0,0,0,1,121.034,121.034,114.402,149.402,0.0678,0.0789,0.0102,0.0209,6.250001,4
beach,121.836,0.5333,1,0,0,0,121.836,121.836,203.346,238.346,0.5333,0.4522,0.2413,1.0266,2.916667,1
pier,150.236,0.4522,0,1,0,0,150.236,150.236,250.746,285.746,0.5333,0.4522,0.2413,1.0266,3.75,2
beach,235.436,0.5333,1,0,0,0,235.436,235.436,392.946,427.946,0.5333,0.4522,0.2413,1.0266,6.250001,1
pier,65.036,0.4522,0,1,0,0,65.036,65.036,108.546,143.546,0.5333,0.4522,0.2413,1.0266,1.25,2
beach,36.636,0.5333,1,0,0,0,36.636,36.636,61.146,96.146,0.5333,0.4522,0.1665,0.3975,0.4166667,1
private,235.436,0.6817,0,0,1,0,339.89,339.89,235.436,260.436,0.2537,0.1498,0.6817,2.3014,6.250001,3
